Class,Id,Label
step11,XAFNFNIY,XAFNFNIY
step11,XAFNFNY,XAFNFNY
step11,XAY,XAY
step11,XAFNY,XAFNY
step11,XAFNFY,XAFNFY
step11,XAFNFNIFY,XAFNFNIFY
step11,XAFNFNIFEFIFEY,XAFNFNIFEFIFEY
step11,XAFNFNIFEFY,XAFNFNIFEFY
step11,XAFNFNIFEY,XAFNFNIFEY
step11,XAFY,XAFY
step11,XAFNFNIFEFIY,XAFNFNIFEFIY
step11,XAFNFNIFEFIFY,XAFNFNIFEFIFY
