Class,Id,Label
step10,XAFNFNIY,XAFNFNIY
step10,XAFNFNY,XAFNFNY
step10,XAFNY,XAFNY
step10,XAFNFY,XAFNFY
step10,XAY,XAY
step10,XAFNFNIFY,XAFNFNIFY
step10,XAFNFNIFEFIFEY,XAFNFNIFEFIFEY
step10,XAFNFNIFEFY,XAFNFNIFEFY
step10,XAFNFNIFEY,XAFNFNIFEY
step10,XAFY,XAFY
step10,XAFNFNIFEFIY,XAFNFNIFEFIY
step10,XAFNFNIFEFIFY,XAFNFNIFEFIFY
