observation;particle0;particle1;particle2;particle3;particle4;particle5;particle6;particle7;particle8;particle9;particle10;particle11;particle12;particle13;particle14;particle15;particle16;particle17;particle18;particle19;particle20;particle21;particle22;particle23;particle24;particle25;particle26;particle27;particle28;particle29;particle30;particle31;particle32;particle33;particle34;particle35;particle36;particle37;particle38;particle39;particle40;particle41;particle42;particle43;particle44;particle45;particle46;particle47;particle48;particle49;particle50;particle51;particle52;particle53;particle54;particle55;particle56;particle57;particle58;particle59;particle60;particle61;particle62;particle63;particle64;particle65;particle66;particle67;particle68;particle69;particle70;particle71;particle72;particle73;particle74;particle75;particle76;particle77;particle78;particle79;particle80;particle81;particle82;particle83;particle84;particle85;particle86;particle87;particle88;particle89;particle90;particle91;particle92;particle93;particle94;particle95;particle96;particle97;particle98;particle99;particle100;particle101;particle102;particle103;particle104;particle105;particle106;particle107;particle108;particle109;particle110;particle111;particle112;particle113;particle114;particle115;particle116;particle117;particle118;particle119;particle120;particle121;particle122;particle123;particle124;particle125;particle126;particle127;particle128;particle129;particle130;particle131;particle132;particle133;particle134;particle135;particle136;particle137;particle138;particle139;particle140;particle141;particle142;particle143;particle144;particle145;particle146;particle147;particle148;particle149;particle150;particle151;particle152;particle153;particle154;particle155;particle156;particle157;particle158;particle159;particle160;particle161;particle162;particle163;particle164;particle165;particle166;particle167;particle168;particle169;particle170;particle171;particle172;particle173;particle174;particle175;particle176;particle177;particle178;particle179;particle180;particle181;particle182;particle183;particle184;particle185;particle186;particle187;particle188;particle189;particle190;particle191;particle192;particle193;particle194;particle195;particle196;particle197;particle198;particle199;particle200;particle201;particle202;particle203;particle204;particle205;particle206;particle207;particle208;particle209;particle210;particle211;particle212;particle213;particle214;particle215;particle216;particle217;particle218;particle219;particle220;particle221;particle222;particle223;particle224;particle225;particle226;particle227;particle228;particle229;particle230;particle231;particle232;particle233;particle234;particle235;particle236;particle237;particle238;particle239;particle240;particle241;particle242;particle243;particle244;particle245;particle246;particle247;particle248;particle249;particle250;particle251;particle252;particle253;particle254;particle255;particle256;particle257;particle258;particle259;particle260;particle261;particle262;particle263;particle264;particle265;particle266;particle267;particle268;particle269;particle270;particle271;particle272;particle273;particle274;particle275;particle276;particle277;particle278;particle279;particle280;particle281;particle282;particle283;particle284;particle285;particle286;particle287;particle288;particle289;particle290;particle291;particle292;particle293;particle294;particle295;particle296;particle297;particle298;particle299;particle300;particle301;particle302;particle303;particle304;particle305;particle306;particle307;particle308;particle309;particle310;particle311;particle312;particle313;particle314;particle315;particle316;particle317;particle318;particle319;particle320;particle321;particle322;particle323;particle324;particle325;particle326;particle327;particle328;particle329;particle330;particle331;particle332;particle333;particle334;particle335;particle336;particle337;particle338;particle339;particle340;particle341;particle342;particle343;particle344;particle345;particle346;particle347;particle348;particle349;particle350;particle351;particle352;particle353;particle354;particle355;particle356;particle357;particle358;particle359;particle360;particle361;particle362;particle363;particle364;particle365;particle366;particle367;particle368;particle369;particle370;particle371;particle372;particle373;particle374;particle375;particle376;particle377;particle378;particle379;particle380;particle381;particle382;particle383;particle384;particle385;particle386;particle387;particle388;particle389;particle390;particle391;particle392;particle393;particle394;particle395;particle396;particle397;particle398;particle399;particle400;particle401;particle402;particle403;particle404;particle405;particle406;particle407;particle408;particle409;particle410;particle411;particle412;particle413;particle414;particle415;particle416;particle417;particle418;particle419;particle420;particle421;particle422;particle423;particle424;particle425;particle426;particle427;particle428;particle429;particle430;particle431;particle432;particle433;particle434;particle435;particle436;particle437;particle438;particle439;particle440;particle441;particle442;particle443;particle444;particle445;particle446;particle447;particle448;particle449;particle450;particle451;particle452;particle453;particle454;particle455;particle456;particle457;particle458;particle459;particle460;particle461;particle462;particle463;particle464;particle465;particle466;particle467;particle468;particle469;particle470;particle471;particle472;particle473;particle474;particle475;particle476;particle477;particle478;particle479;particle480;particle481;particle482;particle483;particle484;particle485;particle486;particle487;particle488;particle489;particle490;particle491;particle492;particle493;particle494;particle495;particle496;particle497;particle498;particle499;particle500;particle501;particle502;particle503;particle504;particle505;particle506;particle507;particle508;particle509;particle510;particle511;particle512;particle513;particle514;particle515;particle516;particle517;particle518;particle519;particle520;particle521;particle522;particle523;particle524;particle525;particle526;particle527;particle528;particle529;particle530;particle531;particle532;particle533;particle534;particle535;particle536;particle537;particle538;particle539;particle540;particle541;particle542;particle543;particle544;particle545;particle546;particle547;particle548;particle549;particle550;particle551;particle552;particle553;particle554;particle555;particle556;particle557;particle558;particle559;particle560;particle561;particle562;particle563;particle564;particle565;particle566;particle567;particle568;particle569;particle570;particle571;particle572;particle573;particle574;particle575;particle576;particle577;particle578;particle579;particle580;particle581;particle582;particle583;particle584;particle585;particle586;particle587;particle588;particle589;particle590;particle591;particle592;particle593;particle594;particle595;particle596;particle597;particle598;particle599;particle600;particle601;particle602;particle603;particle604;particle605;particle606;particle607;particle608;particle609;particle610;particle611;particle612;particle613;particle614;particle615;particle616;particle617;particle618;particle619;particle620;particle621;particle622;particle623;particle624;particle625;particle626;particle627;particle628;particle629;particle630;particle631;particle632;particle633;particle634;particle635;particle636;particle637;particle638;particle639;particle640;particle641;particle642;particle643;particle644;particle645;particle646;particle647;particle648;particle649;particle650;particle651;particle652;particle653;particle654;particle655;particle656;particle657;particle658;particle659;particle660;particle661;particle662;particle663;particle664;particle665;particle666;particle667;particle668;particle669;particle670;particle671;particle672;particle673;particle674;particle675;particle676;particle677;particle678;particle679;particle680;particle681;particle682;particle683;particle684;particle685;particle686;particle687;particle688;particle689;particle690;particle691;particle692;particle693;particle694;particle695;particle696;particle697;particle698;particle699;particle700;particle701;particle702;particle703;particle704;particle705;particle706;particle707;particle708;particle709;particle710;particle711;particle712;particle713;particle714;particle715;particle716;particle717;particle718;particle719;particle720;particle721;particle722;particle723;particle724;particle725;particle726;particle727;particle728;particle729;particle730;particle731;particle732;particle733;particle734;particle735;particle736;particle737;particle738;particle739;particle740;particle741;particle742;particle743;particle744;particle745;particle746;particle747;particle748;particle749;particle750;particle751;particle752;particle753;particle754;particle755;particle756;particle757;particle758;particle759;particle760;particle761;particle762;particle763;particle764;particle765;particle766;particle767;particle768;particle769;particle770;particle771;particle772;particle773;particle774;particle775;particle776;particle777;particle778;particle779;particle780;particle781;particle782;particle783;particle784;particle785;particle786;particle787;particle788;particle789;particle790;particle791;particle792;particle793;particle794;particle795;particle796;particle797;particle798;particle799;particle800;particle801;particle802;particle803;particle804;particle805;particle806;particle807;particle808;particle809;particle810;particle811;particle812;particle813;particle814;particle815;particle816;particle817;particle818;particle819;particle820;particle821;particle822;particle823;particle824;particle825;particle826;particle827;particle828;particle829;particle830;particle831;particle832;particle833;particle834;particle835;particle836;particle837;particle838;particle839;particle840;particle841;particle842;particle843;particle844;particle845;particle846;particle847;particle848;particle849;particle850;particle851;particle852;particle853;particle854;particle855;particle856;particle857;particle858;particle859;particle860;particle861;particle862;particle863;particle864;particle865;particle866;particle867;particle868;particle869;particle870;particle871;particle872;particle873;particle874;particle875;particle876;particle877;particle878;particle879;particle880;particle881;particle882;particle883;particle884;particle885;particle886;particle887;particle888;particle889;particle890;particle891;particle892;particle893;particle894;particle895;particle896;particle897;particle898;particle899;particle900;particle901;particle902;particle903;particle904;particle905;particle906;particle907;particle908;particle909;particle910;particle911;particle912;particle913;particle914;particle915;particle916;particle917;particle918;particle919;particle920;particle921;particle922;particle923;particle924;particle925;particle926;particle927;particle928;particle929;particle930;particle931;particle932;particle933;particle934;particle935;particle936;particle937;particle938;particle939;particle940;particle941;particle942;particle943;particle944;particle945;particle946;particle947;particle948;particle949;particle950;particle951;particle952;particle953;particle954;particle955;particle956;particle957;particle958;particle959;particle960;particle961;particle962;particle963;particle964;particle965;particle966;particle967;particle968;particle969;particle970;particle971;particle972;particle973;particle974;particle975;particle976;particle977;particle978;particle979;particle980;particle981;particle982;particle983;particle984;particle985;particle986;particle987;particle988;particle989;particle990;particle991;particle992;particle993;particle994;particle995;particle996;particle997;particle998;particle999;particle1000;particle1001;particle1002;particle1003;particle1004;particle1005;particle1006;particle1007;particle1008;particle1009;particle1010;particle1011;particle1012;particle1013;particle1014;particle1015;particle1016;particle1017;particle1018;particle1019;particle1020;particle1021;particle1022;particle1023;particle1024;particle1025;particle1026;particle1027;particle1028;particle1029;particle1030;particle1031;particle1032;particle1033;particle1034;particle1035;particle1036;particle1037;particle1038;particle1039;particle1040;particle1041;particle1042;particle1043;particle1044;particle1045;particle1046;particle1047;particle1048;particle1049;particle1050;particle1051;particle1052;particle1053;particle1054;particle1055;particle1056;particle1057;particle1058;particle1059;particle1060;particle1061;particle1062;particle1063;particle1064;particle1065;particle1066;particle1067;particle1068;particle1069;particle1070;particle1071;particle1072;particle1073;particle1074;particle1075;particle1076;particle1077;particle1078;particle1079;particle1080;particle1081;particle1082;particle1083;particle1084;particle1085;particle1086;particle1087;particle1088;particle1089;particle1090;particle1091;particle1092;particle1093;particle1094;particle1095;particle1096;particle1097;particle1098;particle1099;particle1100;particle1101;particle1102;particle1103;particle1104;particle1105;particle1106;particle1107;particle1108;particle1109;particle1110;particle1111;particle1112;particle1113;particle1114;particle1115;particle1116;particle1117;particle1118;particle1119;particle1120;particle1121;particle1122;particle1123;particle1124;particle1125;particle1126;particle1127;particle1128;particle1129;particle1130;particle1131;particle1132;particle1133;particle1134;particle1135;particle1136;particle1137;particle1138;particle1139;particle1140;particle1141;particle1142;particle1143;particle1144;particle1145;particle1146;particle1147;particle1148;particle1149;particle1150;particle1151;particle1152;particle1153;particle1154;particle1155;particle1156;particle1157;particle1158;particle1159;particle1160;particle1161;particle1162;particle1163;particle1164;particle1165;particle1166;particle1167;particle1168;particle1169;particle1170;particle1171;particle1172;particle1173;particle1174;particle1175;particle1176;particle1177;particle1178;particle1179;particle1180;particle1181;particle1182;particle1183;particle1184;particle1185;particle1186;particle1187;particle1188;particle1189;particle1190;particle1191;particle1192;particle1193;particle1194;particle1195;particle1196;particle1197;particle1198;particle1199
0;1;1;0,666666667;1;0,666666667;0,666666667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;1;0,666666667;1;1;1;0,666666667;1;0,666666667;0,666666667;1;1;1;1;1;1;0,666666667;0,666666667;1;1;1;0,666666667;1;0,666666667;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;0,666666667;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,666666667;1;0,666666667;1;1;0,666666667;1;0,666666667;1;0,666666667;0,666666667;1;0,666666667;1;0,666666667;1;1;1;1;0,666666667;1;1;1;1;0,666666667;1;1;0,666666667;1;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;0,666666667;1;1;1;1;1;1;0,666666667;1;0,666666667;0,666666667;1;1;1;1;1;0,666666667;1;1;0,666666667;1;1;1;1;0,666666667;1;1;1;1;0,666666667;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,666666667;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;0,666666667;1;1;0,666666667;0,666666667;1;0,666666667;1;1;1;0,666666667;1;1;1;1;1;1;0,666666667;0,666666667;1;1;1;0,666666667;0,666666667;1;0,666666667;1;1;1;1;1;0,666666667;1;1;1;1;0,666666667;1;0,666666667;0,666666667;1;1;1;0,666666667;1;0,666666667;1;1;1;1;0,666666667;1;1;1;1;1;1;1;0,666666667;0,666666667;0,666666667;1;1;1;1;1;1;1;1;0,666666667;0,666666667;1;1;1;0,666666667;0,666666667;0,666666667;1;1;1;1;1;1;1;1;1;0,666666667;1;0,666666667;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;0,666666667;1;1;0,666666667;1;0,666666667;1;0,666666667;1;1;1;1;1;1;1;1;1;1;0,666666667;1;0,666666667;1;1;0,666666667;1;1;1;1;0,666666667;1;1;1;1;1;0,666666667;1;0,666666667;1;1;0,666666667;0,666666667;1;1;1;1;1;1;0,666666667;0,666666667;1;0,666666667;1;0,666666667;1;1;1;1;1;1;1;1;0,666666667;0,666666667;1;1;1;0,666666667;1;0,666666667;1;0,666666667;1;0,666666667;0,666666667;1;0,666666667;1;1;0,666666667;0,666666667;1;1;1;1;1;1;1;1;1;0,666666667;0,666666667;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;0,666666667;1;0,666666667;1;1;1;0,666666667;1;0,666666667;0,666666667;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;0,666666667;0,666666667;1;0,666666667;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;0,666666667;0,666666667;1;1;1;1;1;1;1;1;1;1;0,666666667;1;0,666666667;1;1;0,666666667;1;1;0,666666667;0,666666667;0,666666667;1;0,666666667;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;1;1;0,666666667;0,666666667;0,666666667;1;1;1;1;0,666666667;0,666666667;1;0,666666667;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;0,666666667;1;1;1;0,666666667;1;1;1;1;1;1;1;0,666666667;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;0,666666667;1;0,666666667;0,666666667;1;1;1;0,666666667;0,666666667;1;0,666666667;1;0,666666667;1;0,666666667;1;0,666666667;1;1;1;0,666666667;0,666666667;1;0,666666667;1;1;0,666666667;0,666666667;1;0,666666667;0,666666667;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;0,666666667;0,666666667;1;1;1;1;1;1;0,666666667;1;1;1;0,666666667;0,666666667;1;1;1;1;0,666666667;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;0,666666667;1;0,666666667;1;0,666666667;0,666666667;1;1;1;0,666666667;0,666666667;1;1;0,666666667;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;0,666666667;1;0,666666667;0,666666667;0,666666667;1;1;1;1;1;1;1;0,666666667;1;1;0,666666667;1;0,666666667;1;1;0,666666667;1;1;1;1;0,666666667;0,666666667;1;1;0,666666667;0,666666667;1;1;1;1;1;1;1;0,666666667;1;0,666666667;0,666666667;1;1;1;0,666666667;1;1;1;0,666666667;1;1;1;1;0,666666667;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,666666667;0,666666667;0,666666667;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;1;0,666666667;1;1;0,666666667;0,666666667;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;0,666666667;0,666666667;1;1;1;1;0,666666667;1;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;0,666666667;1;0,666666667;0,666666667;0,666666667;1;1;1;1;1;0,666666667;0,666666667;0,666666667;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;0,666666667;0,666666667;1;1;0,666666667;1;0,666666667;1;0,666666667;1;1;0,666666667;0,666666667;1;1;1;0,666666667;0,666666667;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;0,666666667;0,666666667;1;1;0,666666667;1;1;0,666666667;1;1;0,666666667;1;1;1;1;1;1;1;1;0,666666667;1;1;1;0,666666667;1;1;1;1;1;1;0,666666667;1;1;1;0,666666667;1;0,666666667;0,666666667;1;1;0,666666667;1;1;1;1;0,666666667;1;0,666666667;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,666666667;0,666666667;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;0,666666667;0,666666667;0,666666667;0,666666667;1;0,666666667;0,666666667;1;0,666666667;1;1;1;1;1;1;0,666666667;1;1;0,666666667;1;1;1;1;0,666666667;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;0,666666667;0,666666667;1;0,666666667;0,666666667;1;1;1;0,666666667;1;1;1;1;0,666666667;1;1;1;1;0,666666667;1;0,666666667;1;1;1;1;1;1;1;1;1;0,666666667;0,666666667;0,666666667;1;1;0,666666667;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;1;1;1;1;1;1;0,666666667;1;1;1;1;0,666666667;1;1;0,666666667;1;1;0,666666667;0,666666667;1;1;0,666666667;0,666666667;1;0,666666667;1;1;1;1;1;0,666666667;1;0,666666667;0,666666667;1;1;1;1;1;0,666666667;1;1;1
1;1;1;0,333333333;1;0,333333333;0,333333333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;1;0,333333333;1;1;1;0,333333333;1;0,333333333;0,333333333;1;1;1;1;1;1;0,333333333;0,333333333;1;1;1;0,333333333;1;0,333333333;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;0,333333333;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,333333333;1;0,333333333;1;1;0,333333333;1;0,333333333;1;0,333333333;0,333333333;1;0,333333333;1;0,333333333;1;1;1;1;0,333333333;0,666666667;1;1;1;0,333333333;1;1;0,333333333;1;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;0,333333333;1;1;1;1;1;1;0,333333333;1;0,333333333;0,333333333;1;1;1;1;1;0,333333333;1;1;0,333333333;1;1;1;1;0,333333333;1;1;1;1;0,333333333;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,333333333;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;0,333333333;0,666666667;1;0,333333333;0,333333333;1;0,333333333;1;1;1;0,333333333;1;1;1;1;1;1;0,333333333;0,333333333;1;1;1;0,333333333;0,333333333;1;0,333333333;1;1;1;1;1;0,333333333;1;1;1;1;0,333333333;1;0,333333333;0,333333333;1;1;1;1;1;0,333333333;1;1;1;1;0,333333333;1;1;1;1;1;1;1;0,333333333;0,333333333;0,333333333;1;1;1;1;1;1;1;1;0,333333333;0,333333333;1;1;1;0,333333333;0,333333333;0,333333333;1;1;1;1;1;1;1;1;1;0,333333333;1;0,333333333;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;0,333333333;1;1;0,333333333;1;0,333333333;1;0,333333333;1;1;1;1;1;1;1;1;1;1;0,333333333;0,666666667;0,333333333;1;1;0,333333333;1;1;1;1;0,333333333;1;1;1;1;1;0,333333333;1;0,333333333;1;1;0,333333333;0,333333333;1;1;1;1;1;1;0,333333333;0,333333333;1;0,333333333;1;0,333333333;1;0,666666667;1;1;1;1;1;1;0,333333333;0,333333333;1;1;1;0,333333333;1;0,333333333;1;0,333333333;1;0,333333333;0,333333333;1;0,333333333;1;1;0,333333333;0,333333333;1;1;1;1;1;1;1;1;1;0,333333333;0,333333333;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;0,333333333;1;0,333333333;1;1;1;0,333333333;1;0,333333333;0,333333333;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;0,333333333;0,333333333;1;0,333333333;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;0,333333333;0,333333333;1;1;1;1;1;1;0,666666667;1;1;1;0,333333333;1;0,333333333;1;1;1;1;1;0,333333333;0,333333333;0,333333333;1;0,333333333;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;1;1;0,333333333;0,333333333;0,333333333;1;1;1;1;0,333333333;0,333333333;0,666666667;0,333333333;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;0,333333333;1;1;1;0,333333333;1;1;1;1;1;1;1;0,333333333;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;0,333333333;1;0,333333333;0,333333333;1;1;1;0,333333333;0,333333333;1;0,333333333;1;0,333333333;1;0,333333333;1;0,333333333;1;1;1;0,333333333;0,333333333;1;0,333333333;1;1;0,333333333;0,333333333;1;0,333333333;0,333333333;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;0,333333333;0,333333333;1;1;1;1;1;1;0,333333333;1;1;1;0,333333333;0,333333333;1;1;1;1;0,333333333;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;0,333333333;1;0,333333333;1;0,333333333;0,333333333;1;1;1;0,333333333;0,333333333;1;1;0,333333333;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;0,333333333;1;0,333333333;0,333333333;0,333333333;1;1;1;1;1;1;1;0,333333333;1;1;0,333333333;1;0,333333333;1;1;0,333333333;1;1;1;1;0,333333333;0,333333333;1;1;0,333333333;0,333333333;1;1;1;1;1;1;1;0,333333333;1;0,333333333;0,333333333;1;1;1;0,333333333;1;1;1;0,333333333;1;1;1;1;0,333333333;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,333333333;0,333333333;0,333333333;1;1;1;1;0,333333333;1;1;1;0,666666667;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;1;0,333333333;1;1;0,333333333;0,333333333;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;0,333333333;0,333333333;1;1;1;1;0,333333333;1;1;1;1;1;1;0,333333333;1;1;1;1;1;0,666666667;1;1;1;1;0,333333333;1;0,333333333;0,333333333;0,333333333;1;1;0,666666667;1;1;0,333333333;0,333333333;0,333333333;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;0,333333333;0,333333333;1;1;0,333333333;1;0,333333333;1;0,333333333;1;1;0,333333333;0,333333333;1;1;1;0,333333333;0,333333333;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;0,333333333;0,333333333;1;1;0,333333333;1;1;0,333333333;1;1;0,333333333;1;1;1;1;1;1;1;1;0,333333333;1;1;1;0,333333333;1;1;1;1;1;1;0,333333333;1;1;1;1;1;0,333333333;0,333333333;1;1;0,333333333;1;1;1;1;0,333333333;1;0,333333333;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;0,333333333;0,333333333;0,333333333;0,333333333;1;0,333333333;0,333333333;1;0,333333333;1;1;1;1;1;1;0,333333333;1;1;0,333333333;1;1;1;1;0,333333333;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;0,333333333;0,333333333;1;0,333333333;0,333333333;1;1;1;0,333333333;1;1;1;1;0,333333333;1;1;1;1;0,333333333;1;0,333333333;1;1;1;1;1;1;1;1;1;0,333333333;0,333333333;0,333333333;1;1;0,333333333;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;1;1;1;1;1;1;0,333333333;1;1;1;1;0,333333333;1;1;0,333333333;1;1;0,333333333;0,333333333;1;1;0,333333333;0,333333333;1;0,333333333;1;1;1;1;1;0,333333333;1;0,333333333;0,333333333;1;1;1;1;1;0,333333333;1;1;1
